用户昵称,评分,内容,商品链接
山***雾,5分,这个之前就用过一次，口袋有香味，也挺好用的，质量不错，4个组合也不贵啦，真的强烈推荐。赞赞赞  ,https://shop.boqii.com/product-8605.html
达***丶,5分,常网购，总有大量的包裹收，感觉写评语花掉了我大量的时间和精力！所以在一段时间里，我总是不去评价或者随便写写！但是，我又总是感觉好像有点对不住那些辛苦工作的卖家客服、仓管、老板。于是我写下了一小段话，给我觉得能拿到我五星好评的卖家，以示感谢和尊敬！首先，宝贝是性价比很高的，我每次都会先试用再评价的，虽然宝贝不一定是最好的，但是在同等价位里面绝对是最棒的，希望能再接再厉，做的更大更强，提供更多更好的东西给大家。给您的商品和服务点赞！  ,https://shop.boqii.com/product-8605.html
虫***y,5分,袋子厚度足够，测试了不漏气质量很好，包装很精美，袋子还有股香水味  ,https://shop.boqii.com/product-8605.html
m***3,5分,挺好的 一直在用这个袋子～ 但是这次的没有之前的厚了  ,https://shop.boqii.com/product-8605.html
m***7,5分,非常好的购物，物流也很快，继续支持和信赖波奇！  ,https://shop.boqii.com/product-8605.html
笑***6,5分,很厚实，颜色也好看，哈哈  ,https://shop.boqii.com/product-8605.html
贝*,5分,养小宠也要讲文明，有素质，遛狗时带上，随时收拾狗狗便便，再扔入垃圾桶，很实用方便  ,https://shop.boqii.com/product-8605.html
m***7,5分,非常舒心满意的又一次购物，波奇宠物商家有诚信，宝贝质量好，继续支持波奇！点赞?  ,https://shop.boqii.com/product-8605.html
大***麻,5分,超级可爱的垃圾袋，放在袋子盒子里刚合适。  ,https://shop.boqii.com/product-8605.html
E***尼,5分,质量挺好的 也很厚实 放在车上备着 狗狗万一拉了能用上 也不会让车内臭气熏天的 挺实用的  ,https://shop.boqii.com/product-8605.html
m***1,5分,很好很好，小袋设计很适合每日铲屎需求，家用的垃圾袋的太大了会造成浪费。这个小袋子很坚固，不会破，会再来。  ,https://shop.boqii.com/product-8605.html
m***9,5分,非常喜欢在这里买东西波奇宠物app有优惠券更划算五星好评推荐购买  ,https://shop.boqii.com/product-8605.html
豆***）,5分,第二次买了，小时候用小号，转眼4个月过去了，这次买大号！中途买过一次其他牌子白色的尿垫，吸附力与厚度完全没法比，而且尿垫沾上尿后不会像白色或蓝色的那样显出来年夜的黄色，继续支持！  ,https://shop.boqii.com/product-8636.html
豆***妞,5分,秒杀的，很好，家里泰迪们认定波奇。价格实惠，品质保证。这里好多尿片都断货了  ,https://shop.boqii.com/product-8636.html
豆***妞,5分,秒杀的，很好，家里泰迪们认定波奇。价格实惠，品质保证。经常来  ,https://shop.boqii.com/product-8636.html
豆***妞,5分,秒杀的，很好，家里泰迪们认定波奇。价格实惠，品质保证。还不错  ,https://shop.boqii.com/product-8636.html
嘟***仔,5分,质量很好，价格实惠，母猫在过一个月生宝宝可以用。  ,https://shop.boqii.com/product-8636.html
腾***S,5分,给个一张这个不知道干嘛使的，扔了好多(╯﹏╰）  ,https://shop.boqii.com/product-8636.html
d***y,5分,比普通的好用点 夏天能坚持一天没味 一天一换就可以 不错 主要就是夏天用这个  ,https://shop.boqii.com/product-8636.html
钱***爷,5分,虽然这个小号一包只有60片，不过竹炭的相对普通的吸水性更好，而且除臭力更好，很喜欢  ,https://shop.boqii.com/product-8636.html
乖***妈,5分,第三次购买，家里狗妈妈生了小狗狗，用着很方便，吸水性好！  ,https://shop.boqii.com/product-8636.html
豆***妞,5分,秒杀的正品家里宝贝很喜欢，质量放心。  ,https://shop.boqii.com/product-8636.html
豆***妞,5分,秒杀的，很好，家里泰迪们认定波奇。价格实惠，品质保证。希望再优惠点  ,https://shop.boqii.com/product-8636.html
m***6,5分,感觉比怡亲那个厚实一点吸水性也好一些，竹炭的也不是那么臭  ,https://shop.boqii.com/product-8636.html
m***4,5分,已经在这儿买了好多次了，这一款最去味，非常好用实惠。  ,https://shop.boqii.com/product-8636.html
豆***妞,5分,秒杀的一如既往的好正品好好好好好好好经常光顾  ,https://shop.boqii.com/product-8636.html
萌***i,5分,尿垫很好，厚实吸尿快，用上以后确实没有什么味道了，适合夏天使用。  ,https://shop.boqii.com/product-8637.html
萌***i,5分,尿垫很厚，用上没有味道，适合夏天用，比薄薄的普通尿垫好太多了，凑单专用。  ,https://shop.boqii.com/product-8637.html
萌***i,5分,尿垫好厚实啊，凑单买一个试试，感觉还挺好用的，没有味道，真挺好的。  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,秒杀的，质量放心，经常光顾，家里宝贝吃的都挺好，很好。  ,https://shop.boqii.com/product-8637.html
波***啦,5分,很好用，会回购的，就是一张一张的没有包装袋  ,https://shop.boqii.com/product-8637.html
m***6,5分,看到好评率高也入手了，夏季天热，想消除异味靠它啦……  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,好好好东西正品经常光顾喜欢秒杀的。质量放心。  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,秒杀的一如既往的好正品好好好好好好好经常光顾  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,秒杀的正品，质量很好，多次购买，家里茶杯小泰迪们一直信赖波奇。  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,秒杀的正品，质量很好，多次购买，家里茶杯小泰迪们一直信赖波奇。  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,秒杀的正品，质量很好，多次购买，家里茶杯小泰迪们一直信赖波奇。  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,秒杀的正品，质量很好，多次购买，家里茶杯小泰迪们一直信赖波奇。  ,https://shop.boqii.com/product-8637.html
豆***妞,5分,秒杀的正品，质量很好，多次购买，家里茶杯小泰迪们一直信赖波奇。  ,https://shop.boqii.com/product-8637.html
麦***妈,5分,一直用这个尿垫，质量很好  ,https://shop.boqii.com/product-8638.html
火***炸,5分,很好用，用很久了，家里狗多，性价比高。怡亲的产品，质量还是可以的。  ,https://shop.boqii.com/product-8638.html
豆***妞,5分,秒杀的，很好，家里泰迪们认定波奇。价格实惠，品质保证。好用  ,https://shop.boqii.com/product-8638.html
m***7,5分,很好 疫情期间不能出门幸好囤了这个尿垫 小小一片 却很顶用 价位也很划算  ,https://shop.boqii.com/product-8638.html
m***7,5分,实用，宠物不可缺少的用品！上次购买用完了这次又买了！  ,https://shop.boqii.com/product-8638.html
豆***鸭,5分,真的超级喜欢，非常支持，质量非常好，狗子很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物  ,https://shop.boqii.com/product-8638.html
豆***鸭,5分,真的超级喜欢，非常支持，质量非常好，狗子很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物  ,https://shop.boqii.com/product-8638.html
豆***鸭,5分,真的超级喜欢，非常支持，质量非常好，狗子很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物  ,https://shop.boqii.com/product-8638.html
豆***鸭,5分,真的超级喜欢，非常支持，质量非常好，狗子很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物  ,https://shop.boqii.com/product-8638.html
豆***鸭,5分,真的超级喜欢，非常支持，质量非常好，狗子很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物  ,https://shop.boqii.com/product-8638.html
豆***鸭,5分,真的超级喜欢，非常支持，质量非常好，狗子很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物  ,https://shop.boqii.com/product-8638.html
M***宝,5分,挺不错的，活动买好便宜哦，开心哦，主子也开心，谢谢波奇哦  ,https://shop.boqii.com/product-8638.html
M***宝,5分,挺不错的，活动买好便宜哦，开心哦，主子也开心，谢谢波奇哦  ,https://shop.boqii.com/product-8638.html
M***宝,5分,挺不错的，活动买好便宜哦，开心哦，主子也开心，谢谢波奇哦  ,https://shop.boqii.com/product-8638.html
O***狸,5分,来了替换用的，桶已经用起来了，这个棉挺不错的  ,https://shop.boqii.com/product-8643.html
o***3,5分,还不错，很厚！  ,https://shop.boqii.com/product-8643.html
m***2,5分,好  ,https://shop.boqii.com/product-8643.html
m***2,5分,好  ,https://shop.boqii.com/product-8643.html
r***8,5分,"有点贵,但懒得动手去剪  ",https://shop.boqii.com/product-8643.html
x***9,5分,买错了，好大一块，以后自己剪下  ,https://shop.boqii.com/product-8643.html
s***3,5分,物美价廉，主要懒得裁剪  ,https://shop.boqii.com/product-8643.html
w***2,4分,好  ,https://shop.boqii.com/product-8643.html
m***5,5分,结实耐刨的猫抓板，猫咪很喜欢，总是卧在上面高兴地玩耍  ,https://shop.boqii.com/product-8689.html
如***子,5分,第一次用，估计他还有点没习惯，一上来就用嘴??。我还抓着他脚示范了，希望他快点适应。  ,https://shop.boqii.com/product-8689.html
b***5,5分,好，以前买过，送小袋猫薄荷，用下来还不错，猫抓板很耐用，也不伤猫爪，猫咪用了这款摩爪神器，就不怕家具遭殃了，这次秒杀价，价格非常优惠，还包邮，就买了两个。  ,https://shop.boqii.com/product-8689.html
黑***五,5分,很不错，抢到优惠下单的，给家里三个混世魔王新添的一块，估计不久就会被抓烂吧  ,https://shop.boqii.com/product-8689.html
m***丁,5分,刚拆下来就疯狂喜欢，挠啊挠的，嘿，小布丁，你肿么了  ,https://shop.boqii.com/product-8689.html
兜***儿,5分,我喜欢这个猫抓板，因为他便宜，有好玩，又划算，十个字了吧  ,https://shop.boqii.com/product-8689.html
m***5,5分,一拿回家主子就去磨爪子了，送的猫薄荷撒了一点猫咪闻了会  ,https://shop.boqii.com/product-8689.html
m***0,5分,非常满意 第一次在波奇商城购买东西 以前都在旗舰店买的 东西和旗舰店一样 还有新人价 非常棒  ,https://shop.boqii.com/product-8689.html
虞***2,5分,用红包1.4买的，不知第几个了，消耗品囤囤囤！  ,https://shop.boqii.com/product-8689.html
猪***肉,5分,秒杀抢到了，价格实惠，快递速度也很快，很好！  ,https://shop.boqii.com/product-8689.html
李***希,5分,家里板子多还没舍得用！不过蛮好的，没什么气味，做工不错的！还送了猫薄荷！  ,https://shop.boqii.com/product-8689.html
m***1,5分,买回来就放地上了，崽崽还是喜欢抓床，哭哭  ,https://shop.boqii.com/product-8689.html
m***8,5分,猫咪特别喜欢玩，一直抓  ,https://shop.boqii.com/product-8689.html
m***4,5分,我家毛孩还小，淘气，买了以后很少挠我箱子了，太好了，还送了猫薄荷，好评好评，对这个平台和商家的好感度upup！  ,https://shop.boqii.com/product-8690.html
m***2,5分,非常好，可乐非常喜欢！值得信赖！和描述的一模一样，关键是主子喜欢！  ,https://shop.boqii.com/product-8690.html
m***9,5分,一开始主子不太喜欢，可能年纪太小了撒上猫薄荷也不太吸引她，还好放置了一段时间后就喜欢了  ,https://shop.boqii.com/product-8690.html
t***伯,5分,可以很不错，就是猫看不见。不理，物流也没让人失望  ,https://shop.boqii.com/product-8690.html
1***4,5分,看着挺不错的，里面还放了一个小包，估计是猫薄荷吧。  ,https://shop.boqii.com/product-8690.html
m***0,5分,物流很快。以前买过同款的，是一样的没差别^_^  ,https://shop.boqii.com/product-8690.html
婷***戳,5分,东西可以。主子好像不是很爱抓。更爱抓我手。。。。  ,https://shop.boqii.com/product-8690.html
m***1,5分,这对于胖猫来说有点小了，该买个大些的，不过总的来说到货好快  ,https://shop.boqii.com/product-8690.html
